year_made,fuel_type,seats,mileage,ownership,transmission,fuel_economy,engine(cc),horsepower,torque(Nm),price,Make,Model
18,Diesel,5,27340,1,Automatic,17.0,2987.0,2987.0,2548.0,59400.0,Mercedes-Benz,E-Class
17,Petrol,5,30447,1,Manual,1197.0,8180.0,8180.0,113.0,5737.5,Maruti,Swift
20,Petrol,5,25276,1,Manual,18.27,998.0,998.0,11835.0,12474.0,Hyundai,Venue
12,Petrol,5,19883,1,Manual,998.0,6704.0,6704.0,90.0,2970.0000000000005,Maruti,Wagon
20,Petrol,7,17087,1,Manual,19.01,1462.0,1462.0,10326.0,14175.0,Maruti,Ertiga
18,Petrol,5,57501,1,Manual,18.6,1197.0,1197.0,8183.0,7128.0,Hyundai,i20
21,Petrol,5,13048,1,Automatic,15.3,1998.0,1998.0,25479.0,64800.0,BMW,3
20,Petrol,5,3728,1,Manual,21.4,1197.0,1197.0,831.0,9382.5,Maruti,Baleno
22,Petrol,7,3106,1,Automatic,1999.0,19713.0,19713.0,380.0,35775.0,Mahindra,XUV700
19,Petrol,5,10296,1,Manual,23.84,1199.0,1199.0,8383.0,7060.500000000001,Tata,Tiago
22,Petrol,5,6835,1,Manual,21.79,998.0,998.0,6705.0,7762.5,Maruti,Wagon
17,Petrol,5,24724,1,Manual,17.5,1199.0,1199.0,887.0,9342.0,Honda,WR-V
17,Diesel,7,85749,1,Manual,16.0,2179.0,2179.0,140.0,9382.5,Mahindra,XUV500
23,Petrol,5,1864,1,Automatic,8.13,3982.0,3982.0,57663.0,5400.0,Mercedes-Benz,G
12,Petrol,5,58518,1,Manual,1197.0,8850.0,8850.0,113.0,3604.5,Maruti,Swift
23,Petrol,5,6835,1,Automatic,12.5,3604.0,3604.0,420.0,1984.5,Porsche,Cayenne
19,Petrol,5,18641,1,Manual,16.1,1353.0,1353.0,138.0,17887.5,Kia,Seltos
22,Petrol,5,30816,1,Manual,18.47,1498.0,1498.0,14751.0,18049.5,Volkswagen,Taigun
12,Petrol,5,37282,1,Manual,16.47,1198.0,1198.0,739.0,3645.0000000000005,Volkswagen,Polo
16,Petrol,5,47498,1,Manual,19.4,1198.0,1198.0,868.0,4401.0,Honda,Brio
14,Diesel,5,46602,2,Automatic,11.74,2987.0,2987.0,2548.0,23962.5,Mercedes-Benz,M-Class
17,Petrol,5,32932,1,Automatic,21.79,998.0,998.0,6705.0,5332.5,Maruti,Wagon
17,Petrol,5,35152,1,Manual,15.29,1591.0,1591.0,1213.0,12568.5,Hyundai,Creta
18,Petrol,5,16907,1,Manual,21.01,1197.0,1197.0,8180.0,8100.0,Maruti,Baleno
17,Petrol,5,34796,1,Automatic,9.7,2996.0,2996.0,32855.0,61762.5,Mercedes-Benz,GLE
14,Petrol,5,38945,1,Manual,18.6,1197.0,1197.0,8183.0,6642.0,Hyundai,i20
23,Petrol,5,11184,1,Manual,22.35,1197.0,1197.0,8850.0,10125.0,Maruti,Baleno
19,Diesel,5,21747,1,Automatic,20.37,1995.0,1995.0,18774.0,60750.0,BMW,5
22,Petrol,7,3106,1,Automatic,1999.0,19713.0,19713.0,380.0,35775.0,Mahindra,XUV700
19,Petrol,5,10296,1,Manual,23.84,1199.0,1199.0,8383.0,7060.500000000001,Tata,Tiago
22,Petrol,5,6835,1,Manual,21.79,998.0,998.0,6705.0,7762.5,Maruti,Wagon
17,Petrol,5,24724,1,Manual,17.5,1199.0,1199.0,887.0,9342.0,Honda,WR-V
17,Diesel,7,85749,1,Manual,16.0,2179.0,2179.0,140.0,9382.5,Mahindra,XUV500
23,Petrol,5,1864,1,Automatic,8.13,3982.0,3982.0,57663.0,5400.0,Mercedes-Benz,G
12,Petrol,5,58518,1,Manual,1197.0,8850.0,8850.0,113.0,3604.5,Maruti,Swift
23,Petrol,5,6835,1,Automatic,12.5,3604.0,3604.0,420.0,1984.5,Porsche,Cayenne
19,Petrol,5,18641,1,Manual,16.1,1353.0,1353.0,138.0,17887.5,Kia,Seltos
22,Petrol,5,30816,1,Manual,18.47,1498.0,1498.0,14751.0,18049.5,Volkswagen,Taigun
12,Petrol,5,37282,1,Manual,16.47,1198.0,1198.0,739.0,3645.0000000000005,Volkswagen,Polo
16,Petrol,5,47498,1,Manual,19.4,1198.0,1198.0,868.0,4401.0,Honda,Brio
14,Diesel,5,46602,2,Automatic,11.74,2987.0,2987.0,2548.0,23962.5,Mercedes-Benz,M-Class
17,Petrol,5,32932,1,Automatic,21.79,998.0,998.0,6705.0,5332.5,Maruti,Wagon
17,Petrol,5,35152,1,Manual,15.29,1591.0,1591.0,1213.0,12568.5,Hyundai,Creta
18,Petrol,5,16907,1,Manual,21.01,1197.0,1197.0,8180.0,8100.0,Maruti,Baleno
17,Petrol,5,34796,1,Automatic,9.7,2996.0,2996.0,32855.0,61762.5,Mercedes-Benz,GLE
14,Petrol,5,38945,1,Manual,18.6,1197.0,1197.0,8183.0,6642.0,Hyundai,i20
23,Petrol,5,11184,1,Manual,22.35,1197.0,1197.0,8850.0,10125.0,Maruti,Baleno
19,Diesel,5,21747,1,Automatic,20.37,1995.0,1995.0,18774.0,60750.0,BMW,5
19,Diesel,5,23612,2,Automatic,13.38,2993.0,2993.0,26150.0,62383.5,BMW,X5
18,Diesel,5,68037,1,Manual,20.37,1461.0,1461.0,10849.0,8815.5,Renault,Captur
11,Petrol,5,33687,1,Manual,,,,,3442.4999999999995,Toyota,Etios
15,Diesel,5,27091,2,Automatic,17.11,1968.0,1968.0,17433.0,16065.0,Audi,A4
20,Diesel,5,18641,1,Automatic,12.6,1950.0,1950.0,194.0,50625.0,Mercedes-Benz,C-Class
18,Diesel,5,28110,1,Manual,25.1,1248.0,1248.0,885.0,9909.0,Maruti,SX4
18,Petrol,5,2236,1,Manual,22.5,999.0,999.0,67.0,4657.5,Datsun,RediGO
23,Diesel,5,22369,1,Automatic,8.13,2925.0,2925.0,28161.0,2767.4999999999995,Mercedes-Benz,G
21,Petrol,5,36716,1,Manual,21.01,1197.0,1197.0,8180.0,8667.0,Maruti,Baleno
12,Diesel,5,78292,1,Automatic,15.73,1968.0,1968.0,17433.0,8775.0,Audi,Q3
15,Petrol,5,43941,1,Manual,18.9,1197.0,1197.0,82.0,5211.0,Hyundai,Grand
14,Petrol,5,40389,1,Automatic,7.81,5461.0,5461.0,3629.0,64125.0,Mercedes-Benz,S-Class
13,Petrol,5,45413,2,Manual,17.4,1497.0,1497.0,1173.0,5062.5,Honda,City
20,Petrol,5,32118,1,Manual,17.33,1199.0,1199.0,11835.0,11502.0,Tata,Nexon
18,Diesel,5,30447,1,Automatic,20.68,1995.0,1995.0,188.0,26257.5,BMW,X1
19,Petrol,5,15534,1,Automatic,15.0,1991.0,1991.0,1944.0,67162.5,Mercedes-Benz,E-Class
19,Petrol,5,14659,1,Manual,20.3,1086.0,1086.0,68.0,6358.5,Hyundai,Santro
14,Petrol,5,42874,2,Manual,17.4,1497.0,1497.0,1173.0,6615.000000000001,Honda,City
16,Petrol,5,43495,1,Automatic,14.8,1591.0,1591.0,1213.0,10732.5,Hyundai,Creta
23,Petrol,5,2174,1,Automatic,2999.0,36207.0,36207.0,500.0,2403.0,Mercedes-Benz,S-Class
15,Petrol,5,39864,1,Manual,19.4,1198.0,1198.0,868.0,4293.0,Honda,Brio
18,Diesel,5,23612,1,Automatic,20.0,2143.0,2143.0,1073.0,23611.499999999996,Mercedes-Benz,A
17,Petrol,5,42264,1,Manual,20.14,1197.0,1197.0,8186.0,5562.0,Hyundai,Xcent
22,Petrol,5,8699,1,Manual,19.39,1462.0,1462.0,10164.0,26864.999999999996,Toyota,Hyryder
18,Petrol,5,18545,1,Manual,17.5,1199.0,1199.0,887.0,10260.0,Honda,WR-V
17,Petrol,5,16212,1,Manual,23.84,1199.0,1199.0,8383.0,6075.0,Tata,Tiago
19,Petrol,5,31579,1,Manual,1197.0,8180.0,8180.0,113.0,7425.0,Maruti,Swift
20,Petrol,5,3231,1,Automatic,10.31,2998.0,2998.0,33525.0,94162.5,BMW,X6
19,Diesel,7,22400,1,Manual,17.3,1497.0,1497.0,121.0,12136.5,Mahindra,Marazzo
17,Petrol,5,56502,1,Automatic,18.0,1497.0,1497.0,1176.0,10611.0,Honda,City
21,Diesel,5,32932,1,Automatic,14.6,1956.0,1956.0,16767.0,27000.0,Tata,Harrier
21,Diesel,5,7362,2,Automatic,12.6,1950.0,1950.0,194.0,53865.0,Mercedes-Benz,C-Class
14,Petrol,7,45720,1,Manual,17.3,1497.0,1497.0,1173.0,6291.0,Honda,Mobilio
19,Petrol,5,14042,1,Automatic,16.0,1368.0,1368.0,160.0,20115.0,Jeep,Compass
19,Diesel,5,22369,1,Automatic,18.25,1968.0,1968.0,18774.0,37125.0,Audi,A4
21,Diesel,5,27511,1,Manual,1497.0,8877.0,8877.0,200.0,8370.0,Tata,Altroz
20,Petrol,5,32311,1,Manual,18.6,1197.0,1197.0,8186.0,8437.5,Hyundai,i20
20,Diesel,5,18641,1,Automatic,1995.0,188.0,188.0,400.0,24570.0,BMW,X1
21,Diesel,7,16155,2,Automatic,14.08,1956.0,1956.0,16767.0,27000.0,Tata,Safari
18,Petrol,5,28110,1,Manual,20.73,1373.0,1373.0,911.0,8545.5,Maruti,Ciaz
17,Petrol,5,31689,2,Automatic,13.7,1991.0,1991.0,183.0,28350.0,Mercedes-Benz,GLA
19,Diesel,5,63984,1,Automatic,24.3,1248.0,1248.0,885.0,10786.5,Maruti,Vitara
16,Diesel,5,54059,2,Automatic,18.53,1968.0,1968.0,18774.0,25650.0,Audi,A6
20,Petrol,5,24854,2,Manual,19.1,1197.0,1197.0,858.0,4995.0,Maruti,Swift
15,Petrol,5,39737,2,Manual,18.9,1197.0,1197.0,82.0,4792.5,Hyundai,Grand
18,Diesel,7,36039,2,Automatic,15.1,2179.0,2179.0,15287.0,16200.0,Mahindra,XUV500
23,Petrol,5,4349,1,Automatic,9.8,2995.0,2995.0,340.0,1512.0000000000002,Audi,Q8
19,Petrol,5,28775,1,Automatic,17.0,1198.0,1198.0,1085.0,11799.0,Tata,Nexon
20,Petrol,6,26097,1,Automatic,11.67,1451.0,1451.0,141.0,21600.0,MG,Hector
15,Petrol,5,58718,1,Manual,17.8,1497.0,1497.0,1173.0,7843.499999999999,Honda,City
22,Petrol,5,5778,1,Automatic,11.2,1969.0,1969.0,250.0,89100.0,Volvo,XC60
19,Diesel,5,22990,1,Automatic,13.38,2993.0,2993.0,26150.0,97186.5,BMW,X5
19,Diesel,5,89622,1,Manual,25.5,1498.0,1498.0,986.0,7451.999999999999,Honda,WR-V
17,Petrol,5,29825,1,Manual,20.85,1197.0,1197.0,8314.0,6884.999999999999,Maruti,Swift
21,Petrol,5,11806,2,Automatic,15.8,1997.0,1997.0,24674.0,108000.0,Land,Rover
16,Petrol,5,71245,1,Manual,18.6,1197.0,1197.0,8183.0,7033.5,Hyundai,i20
15,Diesel,5,44117,1,Automatic,17.11,1968.0,1968.0,17433.0,17077.5,Audi,A4
22,Petrol,5,4970,1,Manual,1197.0,8850.0,8850.0,113.0,8032.5,Maruti,Swift
21,Diesel,7,16155,2,Automatic,14.08,1956.0,1956.0,16767.0,27000.0,Tata,Safari
18,Petrol,5,28110,1,Manual,20.73,1373.0,1373.0,911.0,8545.5,Maruti,Ciaz
17,Petrol,5,31689,2,Automatic,13.7,1991.0,1991.0,183.0,28350.0,Mercedes-Benz,GLA
19,Diesel,5,63984,1,Automatic,24.3,1248.0,1248.0,885.0,10786.5,Maruti,Vitara
16,Diesel,5,54059,2,Automatic,18.53,1968.0,1968.0,18774.0,25650.0,Audi,A6
20,Petrol,5,24854,2,Manual,19.1,1197.0,1197.0,858.0,4995.0,Maruti,Swift
15,Petrol,5,39737,2,Manual,18.9,1197.0,1197.0,82.0,4792.5,Hyundai,Grand
18,Diesel,7,36039,2,Automatic,15.1,2179.0,2179.0,15287.0,16200.0,Mahindra,XUV500
23,Petrol,5,4349,1,Automatic,9.8,2995.0,2995.0,340.0,1512.0000000000002,Audi,Q8
19,Petrol,5,28775,1,Automatic,17.0,1198.0,1198.0,1085.0,11799.0,Tata,Nexon
20,Petrol,6,26097,1,Automatic,11.67,1451.0,1451.0,141.0,21600.0,MG,Hector
15,Petrol,5,58718,1,Manual,17.8,1497.0,1497.0,1173.0,7843.499999999999,Honda,City
22,Petrol,5,5778,1,Automatic,11.2,1969.0,1969.0,250.0,89100.0,Volvo,XC60
19,Diesel,5,22990,1,Automatic,13.38,2993.0,2993.0,26150.0,97186.5,BMW,X5
19,Diesel,5,89622,1,Manual,25.5,1498.0,1498.0,986.0,7451.999999999999,Honda,WR-V
17,Petrol,5,29825,1,Manual,20.85,1197.0,1197.0,8314.0,6884.999999999999,Maruti,Swift
21,Petrol,5,11806,2,Automatic,15.8,1997.0,1997.0,24674.0,108000.0,Land,Rover
16,Petrol,5,71245,1,Manual,18.6,1197.0,1197.0,8183.0,7033.5,Hyundai,i20
15,Diesel,5,44117,1,Automatic,17.11,1968.0,1968.0,17433.0,17077.5,Audi,A4
22,Petrol,5,4970,1,Manual,1197.0,8850.0,8850.0,113.0,8032.5,Maruti,Swift
18,Diesel,5,17398,1,Automatic,16.55,1995.0,1995.0,1877.0,53865.0,BMW,X3
19,Petrol,5,23994,1,Manual,17.5,1199.0,1199.0,887.0,10003.5,Honda,WR-V
19,Petrol,5,18641,1,Automatic,15.1,1798.0,1798.0,178.0,29025.0,Skoda,Octavia
18,Petrol,5,20563,1,Manual,18.6,1197.0,1197.0,8183.0,9193.5,Hyundai,i20
19,Diesel,5,20505,1,Automatic,17.05,1995.0,1995.0,184.0,39150.0,BMW,X1
19,Diesel,7,35418,1,Automatic,11.36,2755.0,2755.0,1715.0,23625.0,Toyota,Innova
18,Diesel,5,46730,1,Manual,19.87,1461.0,1461.0,838.0,8761.5,Renault,Duster
20,Petrol,5,24854,2,Automatic,16.0,1368.0,1368.0,160.0,20250.0,Jeep,Compass
16,Diesel,5,26097,2,Automatic,17.9,2143.0,2143.0,136.0,23760.000000000004,Mercedes-Benz,CLA
17,Petrol,5,59801,1,Manual,18.9,1197.0,1197.0,82.0,5089.5,Hyundai,Grand
22,CNG,7,21259,1,Manual,26.11,1462.0,1462.0,8663.0,17212.5,Maruti,Ertiga
15,Petrol,5,34683,1,Manual,20.73,1373.0,1373.0,911.0,8923.5,Maruti,Ciaz
20,Petrol,5,49709,1,Automatic,15.8,1997.0,1997.0,24674.0,91800.0,Land,Rover
20,CNG,5,24854,1,Manual,26.6,998.0,998.0,5816.0,5400.0,Maruti,Wagon
15,Petrol,5,43816,1,Manual,998.0,671.0,671.0,90.0,4198.5,Maruti,Wagon
20,Petrol,5,29825,1,Automatic,20.52,1197.0,1197.0,8180.0,7762.5,Maruti,Wagon
15,Diesel,5,58408,1,Automatic,20.37,1995.0,1995.0,18774.0,22814.999999999996,BMW,5
16,Petrol,5,50099,1,Manual,15.29,1591.0,1591.0,1213.0,11016.0,Hyundai,Creta
15,Petrol,5,30447,1,Automatic,14.3,1598.0,1598.0,10352.0,7087.5,Skoda,Rapid
20,Diesel,5,19883,1,Automatic,1995.0,188.0,188.0,400.0,24570.0,BMW,X1
20,Petrol,5,11806,1,Automatic,18.8,3456.0,3456.0,25881.0,110700.0,Lexus,RX
17,Petrol,5,33125,1,Manual,17.5,1199.0,1199.0,887.0,9112.5,Honda,WR-V
18,Petrol,5,43495,1,Manual,18.6,1197.0,1197.0,8186.0,7897.499999999999,Hyundai,i20
16,Petrol,5,67627,1,Manual,18.6,1197.0,1197.0,8183.0,6061.5,Hyundai,i20
18,Diesel,5,24854,1,Automatic,15.97,2993.0,2993.0,258.0,57375.0,BMW,X5
20,Diesel,5,74564,1,Manual,24.3,1248.0,1248.0,885.0,8100.0,Maruti,Vitara
16,Petrol,5,27666,1,Automatic,19.12,1373.0,1373.0,911.0,9355.5,Maruti,Ciaz
20,Diesel,5,19573,1,Automatic,1995.0,188.0,188.0,400.0,26325.0,BMW,X1
15,Diesel,5,49709,1,Automatic,15.97,2993.0,2993.0,258.0,35775.0,BMW,X5
18,Petrol,5,40303,1,Manual,17.5,1199.0,1199.0,887.0,8194.5,Honda,WR-V
20,Petrol,5,62137,2,Manual,16.8,1497.0,1497.0,1163.0,3982.5000000000005,Honda,City
16,Petrol,5,39667,1,Manual,21.4,1197.0,1197.0,831.0,7546.5,Maruti,Baleno
22,Petrol,5,8699,1,Automatic,2996.0,38487.0,38487.0,520.0,110565.00000000001,Mercedes-Benz,AMG
20,Petrol,5,31068,1,Manual,18.9,1197.0,1197.0,82.0,5062.5,Hyundai,Grand
19,Diesel,5,70724,1,Manual,20.0,1497.0,1497.0,115.0,10651.5,Mahindra,XUV300
20,Diesel,5,68350,1,Manual,28.09,1248.0,1248.0,885.0,6750.0,Maruti,Ciaz
18,Petrol,5,19262,1,Manual,15.8,1591.0,1591.0,1213.0,11677.5,Hyundai,Creta
18,Diesel,5,60652,1,Automatic,28.4,1248.0,1248.0,7402.0,7614.0,Maruti,Swift
19,Petrol,5,27340,1,Automatic,17.5,1498.0,1498.0,996.0,8437.5,Nissan,Sunny
20,Diesel,5,21434,1,Automatic,12.6,1950.0,1950.0,194.0,52650.0,Mercedes-Benz,C-Class
23,Diesel,7,9941,1,Automatic,2925.0,3260000000000.0,3260000000000.0,700.0,1782.0,Mercedes-Benz,GLS
16,Petrol,5,46704,1,Manual,21.4,1197.0,1197.0,831.0,6939.0,Maruti,Baleno
22,Petrol,5,4287,1,Manual,20.65,1462.0,1462.0,10325.0,13837.5,Maruti,Ciaz
15,Petrol,5,55899,2,Manual,18.0,1198.0,1198.0,867.0,5049.0,Honda,Amaze
22,Diesel,5,2485,1,Automatic,19.62,1995.0,1995.0,18740.0,72900.0,BMW,3
21,Diesel,5,33554,1,Automatic,14.6,1956.0,1956.0,16767.0,23625.0,Tata,Harrier
19,Petrol,5,36499,2,Automatic,21.21,1197.0,1197.0,8180.0,8086.5,Maruti,Swift
20,Diesel,7,62137,1,Automatic,11.36,2755.0,2755.0,1715.0,20925.0,Toyota,Innova
22,Petrol,5,11619,1,Automatic,15.8,1997.0,1997.0,24674.0,112050.0,Land,Rover
17,Petrol,5,52002,1,Manual,17.8,1198.0,1198.0,867.0,6129.0,Honda,Amaze
18,Petrol,5,6835,1,Automatic,15.0,1991.0,1991.0,1944.0,67500.0,Mercedes-Benz,E-Class
12,Petrol,5,31627,1,Manual,17.71,1197.0,1197.0,789.0,3982.5000000000005,Toyota,Etios
21,Diesel,5,15534,1,Automatic,16.1,1950.0,1950.0,19176.0,86400.0,Mercedes-Benz,E-Class
15,Petrol,5,48871,1,Manual,18.9,1197.0,1197.0,82.0,5116.5,Hyundai,Grand
19,Petrol,5,31068,1,Manual,21.56,1462.0,1462.0,10325.0,10125.0,Maruti,Ciaz
23,Petrol,5,6100,1,Manual,19.4,999.0,999.0,11398.0,18765.0,Volkswagen,Virtus
19,Diesel,5,30590,1,Manual,25.1,1248.0,1248.0,885.0,11744.999999999998,Maruti,SX4
18,Petrol,5,40389,1,Automatic,17.0,1591.0,1591.0,1213.0,11947.5,Hyundai,Verna
17,Diesel,5,42874,1,Automatic,20.68,1995.0,1995.0,188.0,26864.999999999996,BMW,X1
23,Diesel,7,9941,1,Automatic,2925.0,3260000000000.0,3260000000000.0,700.0,1782.0,Mercedes-Benz,GLS
16,Petrol,5,46704,1,Manual,21.4,1197.0,1197.0,831.0,6939.0,Maruti,Baleno
22,Petrol,5,4287,1,Manual,20.65,1462.0,1462.0,10325.0,13837.5,Maruti,Ciaz
15,Petrol,5,55899,2,Manual,18.0,1198.0,1198.0,867.0,5049.0,Honda,Amaze
22,Diesel,5,2485,1,Automatic,19.62,1995.0,1995.0,18740.0,72900.0,BMW,3
21,Diesel,5,33554,1,Automatic,14.6,1956.0,1956.0,16767.0,23625.0,Tata,Harrier
19,Petrol,5,36499,2,Automatic,21.21,1197.0,1197.0,8180.0,8086.5,Maruti,Swift
20,Diesel,7,62137,1,Automatic,11.36,2755.0,2755.0,1715.0,20925.0,Toyota,Innova
22,Petrol,5,11619,1,Automatic,15.8,1997.0,1997.0,24674.0,112050.0,Land,Rover
17,Petrol,5,52002,1,Manual,17.8,1198.0,1198.0,867.0,6129.0,Honda,Amaze
18,Petrol,5,6835,1,Automatic,15.0,1991.0,1991.0,1944.0,67500.0,Mercedes-Benz,E-Class
12,Petrol,5,31627,1,Manual,17.71,1197.0,1197.0,789.0,3982.5000000000005,Toyota,Etios
21,Diesel,5,15534,1,Automatic,16.1,1950.0,1950.0,19176.0,86400.0,Mercedes-Benz,E-Class
15,Petrol,5,48871,1,Manual,18.9,1197.0,1197.0,82.0,5116.5,Hyundai,Grand
19,Petrol,5,31068,1,Manual,21.56,1462.0,1462.0,10325.0,10125.0,Maruti,Ciaz
23,Petrol,5,6100,1,Manual,19.4,999.0,999.0,11398.0,18765.0,Volkswagen,Virtus
19,Diesel,5,30590,1,Manual,25.1,1248.0,1248.0,885.0,11744.999999999998,Maruti,SX4
18,Petrol,5,40389,1,Automatic,17.0,1591.0,1591.0,1213.0,11947.5,Hyundai,Verna
17,Diesel,5,42874,1,Automatic,20.68,1995.0,1995.0,188.0,26864.999999999996,BMW,X1
18,Diesel,5,41631,1,Manual,17.1,1956.0,1956.0,170.0,14715.0,Jeep,Compass
18,Petrol,5,47649,1,Manual,17.0,1497.0,1497.0,12131.0,9382.5,Ford,Ecosport
20,Diesel,5,18641,1,Automatic,1995.0,188.0,188.0,400.0,26325.0,BMW,X1
20,Diesel,5,63351,1,Manual,20.45,1461.0,1461.0,1085.0,9018.0,Nissan,Kicks
17,Diesel,7,26097,2,Automatic,10.91,3198.0,3198.0,197.0,33075.0,Ford,Endeavour
17,Petrol,5,26097,1,Manual,18.7,1199.0,1199.0,887.0,7357.5,Honda,Jazz
16,Petrol,5,42810,1,Automatic,18.9,1197.0,1197.0,82.0,6750.0,Hyundai,Grand
20,Diesel,5,18641,1,Automatic,1995.0,188.0,188.0,400.0,26325.0,BMW,X1
21,Petrol,4,16155,1,Automatic,13.32,1998.0,1998.0,25479.0,87750.0,BMW,6
17,Diesel,5,65596,2,Manual,23.65,1248.0,1248.0,885.0,6250.5,Maruti,SX4
18,Diesel,7,33554,1,Automatic,12.62,2198.0,2198.0,158.0,32400.0,Ford,Endeavour
19,Petrol,5,38141,1,Automatic,18.15,998.0,998.0,11835.0,13000.500000000002,Hyundai,Venue
15,Diesel,5,46602,2,Automatic,19.27,2143.0,2143.0,170.0,24975.0,Mercedes-Benz,C-Class
20,Diesel,5,19883,1,Automatic,1995.0,188.0,188.0,400.0,26325.0,BMW,X1
13,Petrol,5,47926,2,Automatic,15.5,1198.0,1198.0,867.0,5400.0,Honda,Amaze
18,Diesel,5,35061,1,Automatic,18.0,1969.0,1969.0,190.0,40365.0,Volvo,XC40
16,Diesel,7,46602,2,Automatic,14.75,2967.0,2967.0,245.0,53865.0,Audi,Q7
17,Petrol,5,42885,1,Manual,20.73,1373.0,1373.0,911.0,7762.5,Maruti,Ciaz
18,Diesel,5,35418,1,Manual,19.67,1582.0,1582.0,1262.0,14512.5,Hyundai,Creta
18,Petrol,5,47224,1,Manual,15.8,1591.0,1591.0,1213.0,12555.000000000002,Hyundai,Creta
18,Diesel,5,41631,1,Manual,17.1,1956.0,1956.0,170.0,14715.0,Jeep,Compass
18,Petrol,5,47649,1,Manual,17.0,1497.0,1497.0,12131.0,9382.5,Ford,Ecosport
20,Diesel,5,18641,1,Automatic,1995.0,188.0,188.0,400.0,26325.0,BMW,X1
20,Diesel,5,63351,1,Manual,20.45,1461.0,1461.0,1085.0,9018.0,Nissan,Kicks
17,Diesel,7,26097,2,Automatic,10.91,3198.0,3198.0,197.0,33075.0,Ford,Endeavour
17,Petrol,5,26097,1,Manual,18.7,1199.0,1199.0,887.0,7357.5,Honda,Jazz
16,Petrol,5,42810,1,Automatic,18.9,1197.0,1197.0,82.0,6750.0,Hyundai,Grand
20,Diesel,5,18641,1,Automatic,1995.0,188.0,188.0,400.0,26325.0,BMW,X1
21,Petrol,4,16155,1,Automatic,13.32,1998.0,1998.0,25479.0,87750.0,BMW,6
17,Diesel,5,65596,2,Manual,23.65,1248.0,1248.0,885.0,6250.5,Maruti,SX4
18,Diesel,7,33554,1,Automatic,12.62,2198.0,2198.0,158.0,32400.0,Ford,Endeavour
19,Petrol,5,38141,1,Automatic,18.15,998.0,998.0,11835.0,13000.500000000002,Hyundai,Venue
15,Diesel,5,46602,2,Automatic,19.27,2143.0,2143.0,170.0,24975.0,Mercedes-Benz,C-Class
20,Diesel,5,19883,1,Automatic,1995.0,188.0,188.0,400.0,26325.0,BMW,X1
13,Petrol,5,47926,2,Automatic,15.5,1198.0,1198.0,867.0,5400.0,Honda,Amaze
18,Diesel,5,35061,1,Automatic,18.0,1969.0,1969.0,190.0,40365.0,Volvo,XC40
16,Diesel,7,46602,2,Automatic,14.75,2967.0,2967.0,245.0,53865.0,Audi,Q7
17,Petrol,5,42885,1,Manual,20.73,1373.0,1373.0,911.0,7762.5,Maruti,Ciaz
18,Diesel,5,35418,1,Manual,19.67,1582.0,1582.0,1262.0,14512.5,Hyundai,Creta
18,Petrol,5,47224,1,Manual,15.8,1591.0,1591.0,1213.0,12555.000000000002,Hyundai,Creta
21,Petrol,5,18019,1,Automatic,1451.0,141.0,141.0,250.0,22275.0,MG,Hector
19,Petrol,5,40830,2,Automatic,18.15,998.0,998.0,11835.0,11691.0,Hyundai,Venue
19,Diesel,5,32164,1,Manual,24.3,1248.0,1248.0,885.0,10800.0,Maruti,Vitara
22,Petrol,5,11888,1,Manual,18.55,1462.0,1462.0,10325.0,13149.0,Maruti,SX4
18,Petrol,5,13670,1,Automatic,12.95,1999.0,1999.0,15288.0,25987.5,Hyundai,Tucson
16,Diesel,7,90098,1,Automatic,12.55,2982.0,2982.0,1685.0,24300.0,Toyota,Fortuner
16,Petrol,5,26553,1,Manual,20.73,1373.0,1373.0,911.0,9207.0,Maruti,Ciaz
17,Petrol,5,18827,2,Automatic,17.84,1395.0,1395.0,14751.0,33480.0,Audi,A4
22,Petrol,5,8699,1,Automatic,1991.0,30173.0,30173.0,400.0,65475.0,Mercedes-Benz,AMG
19,Diesel,5,36794,2,Manual,19.87,1461.0,1461.0,838.0,10530.0,Renault,Duster
18,Petrol,5,13670,1,Automatic,7.81,2996.0,2996.0,36207.0,125550.0,Mercedes-Benz,S-Class
19,Petrol,5,56994,1,Automatic,14.8,1591.0,1591.0,1213.0,14526.0,Hyundai,Creta
17,Diesel,7,32311,2,Automatic,12.9,2755.0,2755.0,1745.0,34425.0,Toyota,Fortuner
20,Petrol,5,12365,1,Automatic,18.8,3456.0,3456.0,25881.0,110700.0,Lexus,RX
15,Petrol,5,45051,1,Manual,998.0,671.0,671.0,90.0,4333.5,Maruti,Wagon
20,Diesel,5,23612,1,Automatic,16.34,1950.0,1950.0,24138.0,93825.0,Mercedes-Benz,GLC
18,Diesel,5,42025,1,Manual,28.09,1248.0,1248.0,885.0,8923.5,Maruti,Ciaz
19,Diesel,4,27961,2,Automatic,17.09,2993.0,2993.0,2614.0,58050.0,BMW,6
15,Petrol,5,37903,1,Manual,18.0,1198.0,1198.0,867.0,6209.999999999999,Honda,Amaze
21,Petrol,5,18019,1,Automatic,1451.0,141.0,141.0,250.0,22275.0,MG,Hector
19,Petrol,5,40830,2,Automatic,18.15,998.0,998.0,11835.0,11691.0,Hyundai,Venue
19,Diesel,5,32164,1,Manual,24.3,1248.0,1248.0,885.0,10800.0,Maruti,Vitara
22,Petrol,5,11888,1,Manual,18.55,1462.0,1462.0,10325.0,13149.0,Maruti,SX4
18,Petrol,5,13670,1,Automatic,12.95,1999.0,1999.0,15288.0,25987.5,Hyundai,Tucson
