index,year_made,fuel_type,seats,mileage,ownership,transmission,fuel_economy,engine(cc),horsepower,torque(Nm),price,Make,Model
600,19,Petrol,5,15534,1,Automatic,15,1991,1991,1944,67162.5,Mercedes-Benz,E-Class
601,19,Petrol,5,14659,1,Manual,20.3,1086,1086,68,6358.5,Hyundai,Santro
602,14,Petrol,5,42874,2,Manual,17.4,1497,1497,1173,6615.000000000001,Honda,City
603,16,Petrol,5,43495,1,Automatic,14.8,1591,1591,1213,10732.5,Hyundai,Creta
604,23,Petrol,5,2174,1,Automatic,2999,36207,36207,500,2403,Mercedes-Benz,S-Class
605,15,Petrol,5,39864,1,Manual,19.4,1198,1198,868,4293,Honda,Brio
606,18,Diesel,5,23612,1,Automatic,20,2143,2143,1073,23611.499999999996,Mercedes-Benz,A
607,17,Petrol,5,42264,1,Manual,20.14,1197,1197,8186,5562,Hyundai,Xcent
608,22,Petrol,5,8699,1,Manual,19.39,1462,1462,10164,26864.999999999996,Toyota,Hyryder
609,18,Petrol,5,18545,1,Manual,17.5,1199,1199,887,10260,Honda,WR-V
610,17,Petrol,5,16212,1,Manual,23.84,1199,1199,8383,6075,Tata,Tiago
611,19,Petrol,5,31579,1,Manual,1197,8180,8180,113,7425,Maruti,Swift
612,20,Petrol,5,3231,1,Automatic,10.31,2998,2998,33525,94162.5,BMW,X6
613,19,Diesel,7,22400,1,Manual,17.3,1497,1497,121,12136.5,Mahindra,Marazzo
614,17,Petrol,5,56502,1,Automatic,18,1497,1497,1176,10611,Honda,City
615,21,Diesel,5,32932,1,Automatic,14.6,1956,1956,16767,27000,Tata,Harrier
616,21,Diesel,5,7362,2,Automatic,12.6,1950,1950,194,53865,Mercedes-Benz,C-Class
617,14,Petrol,7,45720,1,Manual,17.3,1497,1497,1173,6291,Honda,Mobilio
618,19,Petrol,5,14042,1,Automatic,16,1368,1368,160,20115,Jeep,Compass
619,19,Diesel,5,22369,1,Automatic,18.25,1968,1968,18774,37125,Audi,A4
620,21,Diesel,5,27511,1,Manual,1497,8877,8877,200,8370,Tata,Altroz
621,20,Petrol,5,32311,1,Manual,18.6,1197,1197,8186,8437.5,Hyundai,i20
622,20,Diesel,5,18641,1,Automatic,1995,188,188,400,24570,BMW,X1
623,21,Diesel,7,16155,2,Automatic,14.08,1956,1956,16767,27000,Tata,Safari
624,18,Petrol,5,28110,1,Manual,20.73,1373,1373,911,8545.5,Maruti,Ciaz
625,17,Petrol,5,31689,2,Automatic,13.7,1991,1991,183,28350,Mercedes-Benz,GLA
626,19,Diesel,5,63984,1,Automatic,24.3,1248,1248,885,10786.5,Maruti,Vitara
627,16,Diesel,5,54059,2,Automatic,18.53,1968,1968,18774,25650,Audi,A6
628,20,Petrol,5,24854,2,Manual,19.1,1197,1197,858,4995,Maruti,Swift
629,15,Petrol,5,39737,2,Manual,18.9,1197,1197,82,4792.5,Hyundai,Grand
630,18,Diesel,7,36039,2,Automatic,15.1,2179,2179,15287,16200,Mahindra,XUV500
631,23,Petrol,5,4349,1,Automatic,9.8,2995,2995,340,1512.0000000000002,Audi,Q8
632,19,Petrol,5,28775,1,Automatic,17,1198,1198,1085,11799,Tata,Nexon
633,20,Petrol,6,26097,1,Automatic,11.67,1451,1451,141,21600,MG,Hector
634,15,Petrol,5,58718,1,Manual,17.8,1497,1497,1173,7843.499999999999,Honda,City
635,22,Petrol,5,5778,1,Automatic,11.2,1969,1969,250,89100,Volvo,XC60
636,19,Diesel,5,22990,1,Automatic,13.38,2993,2993,26150,97186.5,BMW,X5
637,19,Diesel,5,89622,1,Manual,25.5,1498,1498,986,7451.999999999999,Honda,WR-V
638,17,Petrol,5,29825,1,Manual,20.85,1197,1197,8314,6884.999999999999,Maruti,Swift
639,21,Petrol,5,11806,2,Automatic,15.8,1997,1997,24674,108000,Land,Rover
640,16,Petrol,5,71245,1,Manual,18.6,1197,1197,8183,7033.5,Hyundai,i20
641,15,Diesel,5,44117,1,Automatic,17.11,1968,1968,17433,17077.5,Audi,A4
642,22,Petrol,5,4970,1,Manual,1197,8850,8850,113,8032.5,Maruti,Swift
643,21,Diesel,7,16155,2,Automatic,14.08,1956,1956,16767,27000,Tata,Safari
644,18,Petrol,5,28110,1,Manual,20.73,1373,1373,911,8545.5,Maruti,Ciaz
645,17,Petrol,5,31689,2,Automatic,13.7,1991,1991,183,28350,Mercedes-Benz,GLA
646,19,Diesel,5,63984,1,Automatic,24.3,1248,1248,885,10786.5,Maruti,Vitara
647,16,Diesel,5,54059,2,Automatic,18.53,1968,1968,18774,25650,Audi,A6
648,20,Petrol,5,24854,2,Manual,19.1,1197,1197,858,4995,Maruti,Swift
649,15,Petrol,5,39737,2,Manual,18.9,1197,1197,82,4792.5,Hyundai,Grand
650,18,Diesel,7,36039,2,Automatic,15.1,2179,2179,15287,16200,Mahindra,XUV500
651,23,Petrol,5,4349,1,Automatic,9.8,2995,2995,340,1512.0000000000002,Audi,Q8
652,19,Petrol,5,28775,1,Automatic,17,1198,1198,1085,11799,Tata,Nexon
653,20,Petrol,6,26097,1,Automatic,11.67,1451,1451,141,21600,MG,Hector
654,15,Petrol,5,58718,1,Manual,17.8,1497,1497,1173,7843.499999999999,Honda,City
655,22,Petrol,5,5778,1,Automatic,11.2,1969,1969,250,89100,Volvo,XC60
656,19,Diesel,5,22990,1,Automatic,13.38,2993,2993,26150,97186.5,BMW,X5
657,19,Diesel,5,89622,1,Manual,25.5,1498,1498,986,7451.999999999999,Honda,WR-V
658,17,Petrol,5,29825,1,Manual,20.85,1197,1197,8314,6884.999999999999,Maruti,Swift
659,21,Petrol,5,11806,2,Automatic,15.8,1997,1997,24674,108000,Land,Rover
660,16,Petrol,5,71245,1,Manual,18.6,1197,1197,8183,7033.5,Hyundai,i20
661,15,Diesel,5,44117,1,Automatic,17.11,1968,1968,17433,17077.5,Audi,A4
662,22,Petrol,5,4970,1,Manual,1197,8850,8850,113,8032.5,Maruti,Swift
663,18,Diesel,5,17398,1,Automatic,16.55,1995,1995,1877,53865,BMW,X3
664,19,Petrol,5,23994,1,Manual,17.5,1199,1199,887,10003.5,Honda,WR-V
665,19,Petrol,5,18641,1,Automatic,15.1,1798,1798,178,29025,Skoda,Octavia
666,18,Petrol,5,20563,1,Manual,18.6,1197,1197,8183,9193.5,Hyundai,i20
667,19,Diesel,5,20505,1,Automatic,17.05,1995,1995,184,39150,BMW,X1
668,19,Diesel,7,35418,1,Automatic,11.36,2755,2755,1715,23625,Toyota,Innova
669,18,Diesel,5,46730,1,Manual,19.87,1461,1461,838,8761.5,Renault,Duster
670,20,Petrol,5,24854,2,Automatic,16,1368,1368,160,20250,Jeep,Compass
671,16,Diesel,5,26097,2,Automatic,17.9,2143,2143,136,23760.000000000004,Mercedes-Benz,CLA
672,17,Petrol,5,59801,1,Manual,18.9,1197,1197,82,5089.5,Hyundai,Grand
673,22,CNG,7,21259,1,Manual,26.11,1462,1462,8663,17212.5,Maruti,Ertiga
674,15,Petrol,5,34683,1,Manual,20.73,1373,1373,911,8923.5,Maruti,Ciaz
675,20,Petrol,5,49709,1,Automatic,15.8,1997,1997,24674,91800,Land,Rover
676,20,CNG,5,24854,1,Manual,26.6,998,998,5816,5400,Maruti,Wagon
677,15,Petrol,5,43816,1,Manual,998,671,671,90,4198.5,Maruti,Wagon
678,20,Petrol,5,29825,1,Automatic,20.52,1197,1197,8180,7762.5,Maruti,Wagon
679,15,Diesel,5,58408,1,Automatic,20.37,1995,1995,18774,22814.999999999996,BMW,5
680,16,Petrol,5,50099,1,Manual,15.29,1591,1591,1213,11016,Hyundai,Creta
681,15,Petrol,5,30447,1,Automatic,14.3,1598,1598,10352,7087.5,Skoda,Rapid
682,20,Diesel,5,19883,1,Automatic,1995,188,188,400,24570,BMW,X1
683,20,Petrol,5,11806,1,Automatic,18.8,3456,3456,25881,110700,Lexus,RX
684,17,Petrol,5,33125,1,Manual,17.5,1199,1199,887,9112.5,Honda,WR-V
685,18,Petrol,5,43495,1,Manual,18.6,1197,1197,8186,7897.499999999999,Hyundai,i20
686,16,Petrol,5,67627,1,Manual,18.6,1197,1197,8183,6061.5,Hyundai,i20
687,18,Diesel,5,24854,1,Automatic,15.97,2993,2993,258,57375,BMW,X5
688,20,Diesel,5,74564,1,Manual,24.3,1248,1248,885,8100,Maruti,Vitara
689,16,Petrol,5,27666,1,Automatic,19.12,1373,1373,911,9355.5,Maruti,Ciaz
690,20,Diesel,5,19573,1,Automatic,1995,188,188,400,26325,BMW,X1
691,15,Diesel,5,49709,1,Automatic,15.97,2993,2993,258,35775,BMW,X5
692,18,Petrol,5,40303,1,Manual,17.5,1199,1199,887,8194.5,Honda,WR-V
693,20,Petrol,5,62137,2,Manual,16.8,1497,1497,1163,3982.5000000000005,Honda,City
694,16,Petrol,5,39667,1,Manual,21.4,1197,1197,831,7546.5,Maruti,Baleno
695,22,Petrol,5,8699,1,Automatic,2996,38487,38487,520,110565.00000000001,Mercedes-Benz,AMG
696,20,Petrol,5,31068,1,Manual,18.9,1197,1197,82,5062.5,Hyundai,Grand
697,19,Diesel,5,70724,1,Manual,20,1497,1497,115,10651.5,Mahindra,XUV300
698,20,Diesel,5,68350,1,Manual,28.09,1248,1248,885,6750,Maruti,Ciaz
699,18,Petrol,5,19262,1,Manual,15.8,1591,1591,1213,11677.5,Hyundai,Creta
700,18,Diesel,5,60652,1,Automatic,28.4,1248,1248,7402,7614,Maruti,Swift
701,19,Petrol,5,27340,1,Automatic,17.5,1498,1498,996,8437.5,Nissan,Sunny
702,20,Diesel,5,21434,1,Automatic,12.6,1950,1950,194,52650,Mercedes-Benz,C-Class
703,23,Diesel,7,9941,1,Automatic,2925,3.26E+12,3.26E+12,700,1782,Mercedes-Benz,GLS
704,16,Petrol,5,46704,1,Manual,21.4,1197,1197,831,6939,Maruti,Baleno
705,22,Petrol,5,4287,1,Manual,20.65,1462,1462,10325,13837.5,Maruti,Ciaz
706,15,Petrol,5,55899,2,Manual,18,1198,1198,867,5049,Honda,Amaze
707,22,Diesel,5,2485,1,Automatic,19.62,1995,1995,18740,72900,BMW,3
708,21,Diesel,5,33554,1,Automatic,14.6,1956,1956,16767,23625,Tata,Harrier
709,19,Petrol,5,36499,2,Automatic,21.21,1197,1197,8180,8086.5,Maruti,Swift
710,20,Diesel,7,62137,1,Automatic,11.36,2755,2755,1715,20925,Toyota,Innova
711,22,Petrol,5,11619,1,Automatic,15.8,1997,1997,24674,112050,Land,Rover
712,17,Petrol,5,52002,1,Manual,17.8,1198,1198,867,6129,Honda,Amaze
713,18,Petrol,5,6835,1,Automatic,15,1991,1991,1944,67500,Mercedes-Benz,E-Class
714,12,Petrol,5,31627,1,Manual,17.71,1197,1197,789,3982.5000000000005,Toyota,Etios
715,21,Diesel,5,15534,1,Automatic,16.1,1950,1950,19176,86400,Mercedes-Benz,E-Class
716,15,Petrol,5,48871,1,Manual,18.9,1197,1197,82,5116.5,Hyundai,Grand
717,19,Petrol,5,31068,1,Manual,21.56,1462,1462,10325,10125,Maruti,Ciaz
718,23,Petrol,5,6100,1,Manual,19.4,999,999,11398,18765,Volkswagen,Virtus
719,19,Diesel,5,30590,1,Manual,25.1,1248,1248,885,11744.999999999998,Maruti,SX4
720,18,Petrol,5,40389,1,Automatic,17,1591,1591,1213,11947.5,Hyundai,Verna
721,17,Diesel,5,42874,1,Automatic,20.68,1995,1995,188,26864.999999999996,BMW,X1
722,23,Diesel,7,9941,1,Automatic,2925,3.26E+12,3.26E+12,700,1782,Mercedes-Benz,GLS
723,16,Petrol,5,46704,1,Manual,21.4,1197,1197,831,6939,Maruti,Baleno
724,22,Petrol,5,4287,1,Manual,20.65,1462,1462,10325,13837.5,Maruti,Ciaz
725,15,Petrol,5,55899,2,Manual,18,1198,1198,867,5049,Honda,Amaze
726,22,Diesel,5,2485,1,Automatic,19.62,1995,1995,18740,72900,BMW,3
727,21,Diesel,5,33554,1,Automatic,14.6,1956,1956,16767,23625,Tata,Harrier
728,19,Petrol,5,36499,2,Automatic,21.21,1197,1197,8180,8086.5,Maruti,Swift
729,20,Diesel,7,62137,1,Automatic,11.36,2755,2755,1715,20925,Toyota,Innova
730,22,Petrol,5,11619,1,Automatic,15.8,1997,1997,24674,112050,Land,Rover
731,17,Petrol,5,52002,1,Manual,17.8,1198,1198,867,6129,Honda,Amaze
732,18,Petrol,5,6835,1,Automatic,15,1991,1991,1944,67500,Mercedes-Benz,E-Class
733,12,Petrol,5,31627,1,Manual,17.71,1197,1197,789,3982.5000000000005,Toyota,Etios
734,21,Diesel,5,15534,1,Automatic,16.1,1950,1950,19176,86400,Mercedes-Benz,E-Class
735,15,Petrol,5,48871,1,Manual,18.9,1197,1197,82,5116.5,Hyundai,Grand
736,19,Petrol,5,31068,1,Manual,21.56,1462,1462,10325,10125,Maruti,Ciaz
737,23,Petrol,5,6100,1,Manual,19.4,999,999,11398,18765,Volkswagen,Virtus
738,19,Diesel,5,30590,1,Manual,25.1,1248,1248,885,11744.999999999998,Maruti,SX4
739,18,Petrol,5,40389,1,Automatic,17,1591,1591,1213,11947.5,Hyundai,Verna
740,17,Diesel,5,42874,1,Automatic,20.68,1995,1995,188,26864.999999999996,BMW,X1
741,18,Diesel,5,41631,1,Manual,17.1,1956,1956,170,14715,Jeep,Compass
742,18,Petrol,5,47649,1,Manual,17,1497,1497,12131,9382.5,Ford,Ecosport
743,20,Diesel,5,18641,1,Automatic,1995,188,188,400,26325,BMW,X1
744,20,Diesel,5,63351,1,Manual,20.45,1461,1461,1085,9018,Nissan,Kicks
745,17,Diesel,7,26097,2,Automatic,10.91,3198,3198,197,33075,Ford,Endeavour
746,17,Petrol,5,26097,1,Manual,18.7,1199,1199,887,7357.5,Honda,Jazz
747,16,Petrol,5,42810,1,Automatic,18.9,1197,1197,82,6750,Hyundai,Grand
748,20,Diesel,5,18641,1,Automatic,1995,188,188,400,26325,BMW,X1
749,21,Petrol,4,16155,1,Automatic,13.32,1998,1998,25479,87750,BMW,6
750,17,Diesel,5,65596,2,Manual,23.65,1248,1248,885,6250.5,Maruti,SX4
751,18,Diesel,7,33554,1,Automatic,12.62,2198,2198,158,32400,Ford,Endeavour
752,19,Petrol,5,38141,1,Automatic,18.15,998,998,11835,13000.500000000002,Hyundai,Venue
753,15,Diesel,5,46602,2,Automatic,19.27,2143,2143,170,24975,Mercedes-Benz,C-Class
754,20,Diesel,5,19883,1,Automatic,1995,188,188,400,26325,BMW,X1
755,13,Petrol,5,47926,2,Automatic,15.5,1198,1198,867,5400,Honda,Amaze
756,18,Diesel,5,35061,1,Automatic,18,1969,1969,190,40365,Volvo,XC40
757,16,Diesel,7,46602,2,Automatic,14.75,2967,2967,245,53865,Audi,Q7
758,17,Petrol,5,42885,1,Manual,20.73,1373,1373,911,7762.5,Maruti,Ciaz
759,18,Diesel,5,35418,1,Manual,19.67,1582,1582,1262,14512.5,Hyundai,Creta
760,18,Petrol,5,47224,1,Manual,15.8,1591,1591,1213,12555.000000000002,Hyundai,Creta
761,18,Diesel,5,41631,1,Manual,17.1,1956,1956,170,14715,Jeep,Compass
762,18,Petrol,5,47649,1,Manual,17,1497,1497,12131,9382.5,Ford,Ecosport
763,20,Diesel,5,18641,1,Automatic,1995,188,188,400,26325,BMW,X1
764,20,Diesel,5,63351,1,Manual,20.45,1461,1461,1085,9018,Nissan,Kicks
765,17,Diesel,7,26097,2,Automatic,10.91,3198,3198,197,33075,Ford,Endeavour
766,17,Petrol,5,26097,1,Manual,18.7,1199,1199,887,7357.5,Honda,Jazz
767,16,Petrol,5,42810,1,Automatic,18.9,1197,1197,82,6750,Hyundai,Grand
768,20,Diesel,5,18641,1,Automatic,1995,188,188,400,26325,BMW,X1
769,21,Petrol,4,16155,1,Automatic,13.32,1998,1998,25479,87750,BMW,6
770,17,Diesel,5,65596,2,Manual,23.65,1248,1248,885,6250.5,Maruti,SX4
771,18,Diesel,7,33554,1,Automatic,12.62,2198,2198,158,32400,Ford,Endeavour
772,19,Petrol,5,38141,1,Automatic,18.15,998,998,11835,13000.500000000002,Hyundai,Venue
773,15,Diesel,5,46602,2,Automatic,19.27,2143,2143,170,24975,Mercedes-Benz,C-Class
774,20,Diesel,5,19883,1,Automatic,1995,188,188,400,26325,BMW,X1
775,13,Petrol,5,47926,2,Automatic,15.5,1198,1198,867,5400,Honda,Amaze
776,18,Diesel,5,35061,1,Automatic,18,1969,1969,190,40365,Volvo,XC40
777,16,Diesel,7,46602,2,Automatic,14.75,2967,2967,245,53865,Audi,Q7
778,17,Petrol,5,42885,1,Manual,20.73,1373,1373,911,7762.5,Maruti,Ciaz
779,18,Diesel,5,35418,1,Manual,19.67,1582,1582,1262,14512.5,Hyundai,Creta
780,18,Petrol,5,47224,1,Manual,15.8,1591,1591,1213,12555.000000000002,Hyundai,Creta
781,21,Petrol,5,18019,1,Automatic,1451,141,141,250,22275,MG,Hector
782,19,Petrol,5,40830,2,Automatic,18.15,998,998,11835,11691,Hyundai,Venue
783,19,Diesel,5,32164,1,Manual,24.3,1248,1248,885,10800,Maruti,Vitara
784,22,Petrol,5,11888,1,Manual,18.55,1462,1462,10325,13149,Maruti,SX4
785,18,Petrol,5,13670,1,Automatic,12.95,1999,1999,15288,25987.5,Hyundai,Tucson
786,16,Diesel,7,90098,1,Automatic,12.55,2982,2982,1685,24300,Toyota,Fortuner
787,16,Petrol,5,26553,1,Manual,20.73,1373,1373,911,9207,Maruti,Ciaz
788,17,Petrol,5,18827,2,Automatic,17.84,1395,1395,14751,33480,Audi,A4
789,22,Petrol,5,8699,1,Automatic,1991,30173,30173,400,65475,Mercedes-Benz,AMG
790,19,Diesel,5,36794,2,Manual,19.87,1461,1461,838,10530,Renault,Duster
791,18,Petrol,5,13670,1,Automatic,7.81,2996,2996,36207,125550,Mercedes-Benz,S-Class
792,19,Petrol,5,56994,1,Automatic,14.8,1591,1591,1213,14526,Hyundai,Creta
793,17,Diesel,7,32311,2,Automatic,12.9,2755,2755,1745,34425,Toyota,Fortuner
794,20,Petrol,5,12365,1,Automatic,18.8,3456,3456,25881,110700,Lexus,RX
795,15,Petrol,5,45051,1,Manual,998,671,671,90,4333.5,Maruti,Wagon
796,20,Diesel,5,23612,1,Automatic,16.34,1950,1950,24138,93825,Mercedes-Benz,GLC
797,18,Diesel,5,42025,1,Manual,28.09,1248,1248,885,8923.5,Maruti,Ciaz
798,19,Diesel,4,27961,2,Automatic,17.09,2993,2993,2614,58050,BMW,6
799,15,Petrol,5,37903,1,Manual,18,1198,1198,867,6209.999999999999,Honda,Amaze
800,21,Petrol,5,18019,1,Automatic,1451,141,141,250,22275,MG,Hector
801,19,Petrol,5,40830,2,Automatic,18.15,998,998,11835,11691,Hyundai,Venue
802,19,Diesel,5,32164,1,Manual,24.3,1248,1248,885,10800,Maruti,Vitara
803,22,Petrol,5,11888,1,Manual,18.55,1462,1462,10325,13149,Maruti,SX4
804,18,Petrol,5,13670,1,Automatic,12.95,1999,1999,15288,25987.5,Hyundai,Tucson
805,16,Diesel,7,90098,1,Automatic,12.55,2982,2982,1685,24300,Toyota,Fortuner
806,16,Petrol,5,26553,1,Manual,20.73,1373,1373,911,9207,Maruti,Ciaz
807,17,Petrol,5,18827,2,Automatic,17.84,1395,1395,14751,33480,Audi,A4
808,22,Petrol,5,8699,1,Automatic,1991,30173,30173,400,65475,Mercedes-Benz,AMG
809,19,Diesel,5,36794,2,Manual,19.87,1461,1461,838,10530,Renault,Duster
810,18,Petrol,5,13670,1,Automatic,7.81,2996,2996,36207,125550,Mercedes-Benz,S-Class
811,19,Petrol,5,56994,1,Automatic,14.8,1591,1591,1213,14526,Hyundai,Creta
812,17,Diesel,7,32311,2,Automatic,12.9,2755,2755,1745,34425,Toyota,Fortuner
813,20,Petrol,5,12365,1,Automatic,18.8,3456,3456,25881,110700,Lexus,RX
814,15,Petrol,5,45051,1,Manual,998,671,671,90,4333.5,Maruti,Wagon
815,20,Diesel,5,23612,1,Automatic,16.34,1950,1950,24138,93825,Mercedes-Benz,GLC
816,18,Diesel,5,42025,1,Manual,28.09,1248,1248,885,8923.5,Maruti,Ciaz
817,19,Diesel,4,27961,2,Automatic,17.09,2993,2993,2614,58050,BMW,6
818,15,Petrol,5,37903,1,Manual,18,1198,1198,867,6209.999999999999,Honda,Amaze
819,17,Diesel,5,18641,1,Automatic,19.27,2143,2143,170,37125,Mercedes-Benz,C-Class
820,17,Petrol,5,64019,1,Automatic,15.63,1499,1499,1104,9207,Ford,Ecosport
821,19,Petrol,6,11882,1,Manual,19.01,1462,1462,1032,13837.5,Maruti,XL6
822,19,Diesel,7,43972,1,Manual,15.1,2179,2179,15287,15660,Mahindra,XUV500
823,19,Petrol,5,15534,1,Automatic,15,1991,1991,1944,67162.5,Mercedes-Benz,E-Class
824,17,Petrol,5,36365,1,Manual,15.29,1591,1591,1213,11475,Hyundai,Creta
825,17,Petrol,5,48064,1,Manual,21.4,1197,1197,831,7020,Maruti,Baleno
826,18,Petrol,5,36785,1,Manual,21.4,1197,1197,831,8437.5,Maruti,Baleno
827,22,Diesel,5,15534,2,Automatic,1950,24138,24138,500,107865.00000000001,Mercedes-Benz,GLE
828,18,Diesel,5,61658,1,Manual,25.1,1248,1248,885,8842.5,Maruti,SX4
829,17,Petrol,5,49709,1,Manual,18.6,1197,1197,8183,7087.5,Hyundai,i20
830,18,Petrol,5,31590,1,Manual,20.73,1373,1373,911,9072,Maruti,Ciaz
831,23,Petrol,5,621,1,Automatic,16.9,1496,1496,20115,80662.5,Mercedes-Benz,C-Class
832,20,Petrol,5,93205,1,Automatic,15.6,1497,1497,1163,6075,Honda,City
833,17,Petrol,5,69060,1,Manual,21.4,1197,1197,831,6763.5,Maruti,Baleno
834,14,Petrol,5,82938,1,Automatic,11.7,1796,1796,178,11475,Mercedes-Benz,C-Class
835,21,Diesel,7,14291,1,Automatic,2755,20115,20115,500,58050,Toyota,Fortuner
836,18,Diesel,5,75062,1,Manual,25.1,1248,1248,885,8059.5,Maruti,SX4
837,21,Diesel,7,25476,2,Automatic,14.08,1956,1956,16767,27000,Tata,Safari
838,20,Petrol,5,31068,2,Automatic,19.16,2494,2494,1577,16875,Toyota,Camry
839,17,Diesel,5,18641,1,Automatic,19.27,2143,2143,170,37125,Mercedes-Benz,C-Class
840,17,Petrol,5,64019,1,Automatic,15.63,1499,1499,1104,9207,Ford,Ecosport
841,19,Petrol,6,11882,1,Manual,19.01,1462,1462,1032,13837.5,Maruti,XL6
842,19,Diesel,7,43972,1,Manual,15.1,2179,2179,15287,15660,Mahindra,XUV500
843,19,Petrol,5,15534,1,Automatic,15,1991,1991,1944,67162.5,Mercedes-Benz,E-Class
844,17,Petrol,5,36365,1,Manual,15.29,1591,1591,1213,11475,Hyundai,Creta
845,17,Petrol,5,48064,1,Manual,21.4,1197,1197,831,7020,Maruti,Baleno
846,18,Petrol,5,36785,1,Manual,21.4,1197,1197,831,8437.5,Maruti,Baleno
847,22,Diesel,5,15534,2,Automatic,1950,24138,24138,500,107865.00000000001,Mercedes-Benz,GLE
848,18,Diesel,5,61658,1,Manual,25.1,1248,1248,885,8842.5,Maruti,SX4
849,17,Petrol,5,49709,1,Manual,18.6,1197,1197,8183,7087.5,Hyundai,i20
850,18,Petrol,5,31590,1,Manual,20.73,1373,1373,911,9072,Maruti,Ciaz
851,23,Petrol,5,621,1,Automatic,16.9,1496,1496,20115,80662.5,Mercedes-Benz,C-Class
852,20,Petrol,5,93205,1,Automatic,15.6,1497,1497,1163,6075,Honda,City
853,17,Petrol,5,69060,1,Manual,21.4,1197,1197,831,6763.5,Maruti,Baleno
854,14,Petrol,5,82938,1,Automatic,11.7,1796,1796,178,11475,Mercedes-Benz,C-Class
855,21,Diesel,7,14291,1,Automatic,2755,20115,20115,500,58050,Toyota,Fortuner
856,18,Diesel,5,75062,1,Manual,25.1,1248,1248,885,8059.5,Maruti,SX4
857,21,Diesel,7,25476,2,Automatic,14.08,1956,1956,16767,27000,Tata,Safari
858,20,Petrol,5,31068,2,Automatic,19.16,2494,2494,1577,16875,Toyota,Camry
859,23,Diesel,5,4908,1,Automatic,13.5,2925,2925,28161,2025,Mercedes-Benz,S-Class
860,19,Petrol,5,26305,1,Automatic,20.04,1462,1462,10325,11191.499999999998,Maruti,Ciaz
861,20,Petrol,5,93205,1,Automatic,15.6,1497,1497,1163,5737.5,Honda,City
862,15,Petrol,5,61065,1,Manual,20.85,1197,1197,8314,5359.5,Maruti,Swift
863,19,Diesel,5,35728,2,Automatic,13.33,2995,2995,33525,2430,Land,Rover
864,18,Petrol,5,40389,1,Manual,17.5,1199,1199,887,9247.5,Honda,WR-V
865,18,Petrol,5,32457,2,Manual,17,1591,1591,1213,10057.5,Hyundai,Verna
866,15,Petrol,5,31166,1,Manual,17.4,1497,1497,1173,9382.5,Honda,City
867,20,Diesel,5,21126,2,Automatic,16.1,1950,1950,1917,60615,Mercedes-Benz,E-Class
868,17,Petrol,5,43384,1,Automatic,17.5,1498,1498,996,7344.000000000001,Nissan,Sunny
869,19,Diesel,7,44117,1,Automatic,11.36,2755,2755,1715,27675,Toyota,Innova
870,18,Petrol,5,51210,1,Automatic,20.89,1197,1197,8180,7209,Maruti,Ignis
871,17,Diesel,7,43495,2,Automatic,11,2987,2987,258,69525,Mercedes-Benz,GLS
872,20,Petrol,5,93205,1,Automatic,15.6,1497,1497,1163,6075,Honda,City
873,18,Diesel,5,44160,1,Automatic,19.6,1461,1461,10845,9747,Renault,Duster
874,16,Petrol,5,51573,1,Automatic,14.8,1595,1595,12069,17077.5,Mercedes-Benz,B
875,20,Petrol,5,67004,1,Manual,18.27,998,998,11835,10786.5,Hyundai,Venue
876,18,Petrol,5,34175,1,Manual,21.01,1197,1197,8180,9112.5,Maruti,Baleno
877,17,Petrol,5,34175,1,Automatic,9.7,2996,2996,32855,61357.50000000001,Mercedes-Benz,GLE
878,23,Diesel,5,4908,1,Automatic,13.5,2925,2925,28161,2025,Mercedes-Benz,S-Class
879,19,Petrol,5,26305,1,Automatic,20.04,1462,1462,10325,11191.499999999998,Maruti,Ciaz
880,20,Petrol,5,93205,1,Automatic,15.6,1497,1497,1163,5737.5,Honda,City
881,15,Petrol,5,61065,1,Manual,20.85,1197,1197,8314,5359.5,Maruti,Swift
882,19,Diesel,5,35728,2,Automatic,13.33,2995,2995,33525,2430,Land,Rover
883,18,Petrol,5,40389,1,Manual,17.5,1199,1199,887,9247.5,Honda,WR-V
884,18,Petrol,5,32457,2,Manual,17,1591,1591,1213,10057.5,Hyundai,Verna
885,15,Petrol,5,31166,1,Manual,17.4,1497,1497,1173,9382.5,Honda,City
886,20,Diesel,5,21126,2,Automatic,16.1,1950,1950,1917,60615,Mercedes-Benz,E-Class
887,17,Petrol,5,43384,1,Automatic,17.5,1498,1498,996,7344.000000000001,Nissan,Sunny
888,19,Diesel,7,44117,1,Automatic,11.36,2755,2755,1715,27675,Toyota,Innova
889,18,Petrol,5,51210,1,Automatic,20.89,1197,1197,8180,7209,Maruti,Ignis
890,17,Diesel,7,43495,2,Automatic,11,2987,2987,258,69525,Mercedes-Benz,GLS
891,20,Petrol,5,93205,1,Automatic,15.6,1497,1497,1163,6075,Honda,City
892,18,Diesel,5,44160,1,Automatic,19.6,1461,1461,10845,9747,Renault,Duster
893,16,Petrol,5,51573,1,Automatic,14.8,1595,1595,12069,17077.5,Mercedes-Benz,B
894,20,Petrol,5,67004,1,Manual,18.27,998,998,11835,10786.5,Hyundai,Venue
895,18,Petrol,5,34175,1,Manual,21.01,1197,1197,8180,9112.5,Maruti,Baleno
896,17,Petrol,5,34175,1,Automatic,9.7,2996,2996,32855,61357.50000000001,Mercedes-Benz,GLE
897,20,Diesel,5,15534,2,Automatic,11.2,2400,2400,215,70200,Volvo,XC60
